house,apartment,townhouse,shop,department store,factory,warehouse,sedan,SUV,sports car,marine cargo,turboprop aircraft,light sport aircraft,property_value,claim_amount,pml,deductible,payment,water damage,theft,nat cat,fire,other,collision
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.098357459,-0.065579051,-0.172584323,0.009750528,-0.045179007,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.09978166,-0.073839238,-0.172584323,0.009750528,-0.054361546,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.405272859,-0.073476949,-0.378878452,-0.153713139,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.199475758,-0.064071929,-0.239749854,0.009750528,-0.043503597,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.139659299,-0.066271023,-0.201369551,-0.112847223,-0.044740018,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.134674594,-0.071719848,-0.196572013,-0.174146098,-0.050193157,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.108326868,-0.064445086,-0.17978063,-0.174146098,-0.042106079,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.215854074,-0.085907081,-0.251743698,0.009750528,-0.067776912,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.029283691,-0.076799138,-0.127007713,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.078418639,-0.073408114,-0.15819171,-0.174146098,-0.052069939,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.143931903,-0.071194529,-0.20376832,-0.112847223,-0.050213294,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.012018149,-0.062698854,-0.098222486,-0.174146098,-0.040164858,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.21229357,-0.064517544,-0.249344929,0.009750528,-0.043998971,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.024298986,-0.067593377,-0.122210176,0.009750528,-0.047418258,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.168143327,-0.060793214,-0.220559702,0.009750528,-0.039858773,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.247186504,-0.074270362,-0.273332619,-0.153713139,-0.053229838,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.159598119,-0.057108736,-0.213363395,-0.112847223,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.173128032,-0.057630432,-0.222958471,-0.112847223,-0.035134599,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.178112737,-0.072933516,-0.22535724,-0.112847223,-0.126271292,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.290624647,-0.05868107,-0.302117846,0.009750528,-0.037510782,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.044062681,-0.07420515,-0.076633566,0.009750528,-0.126271292,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.049222511,-0.070172874,-0.139001558,-0.112847223,-0.049077559,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.280655237,-0.070046073,-0.294921539,0.009750528,-0.050144827,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.106190566,-0.062887244,-0.177381861,-0.112847223,-0.126271292,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.240777598,-0.065876128,-0.268535081,0.009750528,-0.126271292,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.195203153,-0.064314662,-0.237351085,-0.112847223,-0.042565206,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.041389403,-0.073353771,-0.13420402,0.009750528,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.091948552,-0.065720343,-0.167786785,-0.153713139,-0.043725105,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.294897251,-0.06482549,-0.304516615,-0.153713139,-0.04273033,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.042813604,-0.087591725,-0.13420402,-0.112847223,-0.068441438,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.361834716,-0.069622195,-0.350093225,-0.153713139,-0.048062647,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.007208569,-0.069774356,-0.110216331,-0.112847223,-0.048634542,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.277094733,-0.068680244,-0.29252277,0.009750528,-0.048626487,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.344032199,-0.062423514,-0.33809938,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.076994438,-0.064187861,-0.15819171,0.009750528,-0.043632475,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.428772182,-0.062401777,-0.395669835,-0.112847223,-0.040438723,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.131826191,-0.05968461,-0.194173244,-0.174146098,-0.126271292,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.158886018,-0.068194777,-0.213363395,-0.112847223,-0.046878582,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.211581469,-0.072571227,-0.249344929,0.009750528,-0.052951945,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.024123861,-0.063014045,-0.091026179,-0.153713139,-0.040716616,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.011481174,-0.068857765,-0.115013869,-0.112847223,-0.047615602,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.02269966,-0.059731708,-0.091026179,-0.174146098,-0.036866394,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.099069559,-0.069459165,-0.172584323,-0.174146098,-0.047680041,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.168143327,-0.062825655,-0.220559702,-0.153713139,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.091948552,-0.071172791,-0.167786785,-0.174146098,-0.049585015,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05919192,-0.07868304,-0.146197865,-0.112847223,-0.05853799,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.094084854,-0.067473822,-0.170185554,0.009750528,-0.047285353,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.243626001,-0.062912604,-0.27093385,-0.153713139,-0.040603848,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.20232416,-0.067589754,-0.242148623,-0.174146098,-0.045601887,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.342432873,-0.065637017,0.124863025,-0.174146098,-0.043431103,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.215854074,-0.069093253,-0.251743698,-0.153713139,-0.047474642,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.269261626,-0.071770568,-0.287725233,-0.153713139,-0.050450912,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.025723188,-0.076295557,-0.124608945,-0.174146098,-0.0552798,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.321957077,-0.067122401,-0.323706767,-0.112847223,-0.045686463,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.164582823,-0.059043359,-0.218160933,-0.153713139,-0.036302554,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.237217094,-0.066227548,-0.266136312,-0.112847223,-0.044691688,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.299881956,-0.075650682,-0.309314153,-0.174146098,-0.054562917,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.117584177,-0.066615197,-0.184578168,-0.153713139,-0.04471988,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.032132094,-0.069694653,-0.127007713,-0.174146098,-0.126271292,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.289200445,-0.065673246,-0.302117846,0.009750528,-0.126271292,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.264989022,-0.067053567,-0.285326464,0.009750528,-0.046818171,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.145356105,-0.072741502,-0.20376832,-0.174146098,-0.051328892,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.292048848,-0.075686911,-0.302117846,-0.174146098,-0.054603191,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.02785949,-0.061684445,-0.124608945,-0.153713139,-0.126271292,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.278518935,-0.066220302,-0.294921539,-0.153713139,-0.044280891,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.064888726,-0.069401199,-0.150995403,0.009750528,-0.049427945,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.306290862,-0.071093088,-0.311712922,-0.174146098,-0.049496411,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.062040323,-0.067941174,-0.148596634,-0.174146098,-0.045992548,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.124705184,-0.077838907,-0.189375706,-0.174146098,-0.056995484,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.29418515,-0.062659002,-0.304516615,-0.153713139,-0.040321928,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.335486991,-0.074929727,-0.333301842,-0.174146098,-0.053761459,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.319108675,-0.069386707,-0.321307998,0.009750528,-0.049411835,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.049934611,-0.072962499,-0.139001558,-0.112847223,-0.052178679,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.161734421,-0.07493335,-0.215762164,-0.174146098,-0.053765486,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.227959785,-0.069205563,-0.258940005,0.009750528,-0.049210464,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.070585531,-0.061898195,-0.153394172,-0.174146098,-0.039274796,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.215854074,-0.068937469,-0.251743698,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.442302095,-0.067292677,-0.405264911,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.165294924,-0.066376086,-0.218160933,-0.153713139,-0.04445407,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.153189212,-0.066901405,-0.208565857,-0.174146098,-0.044836676,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.158173917,-0.074574684,-0.213363395,0.009750528,-0.055179114,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.064888726,-0.066115238,-0.150995403,-0.112847223,-0.044566838,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.271397928,-0.06939033,-0.290124001,-0.174146098,-0.04760352,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.318396574,-0.066423184,-0.321307998,-0.153713139,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.150877785,-0.063778475,-0.004670497,-0.153713139,-0.041566403,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.143219802,-0.063865424,-0.20376832,-0.112847223,-0.042065805,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.033556295,-0.066379709,-0.129406482,-0.153713139,-0.126271292,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.362546817,-0.069625818,-0.350093225,-0.153713139,-0.048066674,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.194491053,-0.066687655,-0.237351085,-0.112847223,-0.045203172,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.012905375,-0.064810998,-0.115013869,0.009750528,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.106190566,-0.079172131,-0.177381861,-0.153713139,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.157461816,-0.078132361,-0.213363395,0.009750528,-0.059134049,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.364683119,-0.075563733,-0.352491994,0.009750528,-0.056278602,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.096933257,-0.07344072,-0.172584323,-0.174146098,-0.052106185,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.185233744,-0.064416103,-0.230154778,-0.153713139,-0.042275231,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.297033553,-0.064919685,-0.306915384,0.009750528,-0.044446015,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.160310219,-0.068759947,-0.213363395,-0.153713139,-0.047104118,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.070585531,-0.058449205,-0.153394172,-0.153713139,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.233656591,-0.070451837,-0.263737543,-0.153713139,-0.048984928,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.092660653,-0.067669458,-0.167786785,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.127553587,-0.064365383,-0.191774475,-0.153713139,-0.042218847,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.299169855,-0.071846649,-0.306915384,-0.112847223,-0.050938231,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.082691243,-0.074346442,-0.162989248,-0.153713139,-0.053314414,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.021275458,-0.07504566,-0.091026179,-0.174146098,-0.053890336,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.062752424,-0.067937552,-0.148596634,-0.112847223,-0.046592635,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.094084854,-0.06278218,-0.170185554,-0.153713139,-0.04045886,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.208020966,-0.073625487,-0.246946161,0.009750528,-0.054123927,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.193778952,-0.072419065,-0.237351085,-0.153713139,-0.051171822,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.316260272,-0.071516966,-0.318909229,0.009750528,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.151765011,-0.065785555,-0.208565857,-0.174146098,-0.043596228,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.012905375,-0.070267069,-0.115013869,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.080554941,-0.066622443,-0.160590479,-0.112847223,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.313411869,-0.067531788,-0.31651046,-0.174146098,-0.045537449,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2429139,-0.064829113,-0.27093385,-0.174146098,-0.042532986,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.189506348,-0.062861884,-0.234952316,-0.153713139,-0.040547464,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.106727542,-0.071017007,-0.033455725,-0.153713139,-0.049613207,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.252171209,-0.065560936,-0.275731388,0.009750528,-0.04515887,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.173128032,-0.063912522,-0.222958471,-0.174146098,-0.041514047,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.146068205,-0.07371606,-0.20376832,-0.174146098,-0.05241227,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.192354751,-0.070603998,-0.234952316,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.213717771,-0.05702541,-0.249344929,-0.153713139,-0.034059276,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.092660653,-0.068988189,-0.167786785,0.009750528,-0.048968818,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.218702476,-0.076958545,-0.254142467,-0.174146098,-0.056016819,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.218702476,-0.069861306,-0.254142467,-0.153713139,-0.048328457,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.08465242,-0.063633559,-0.050247107,0.009750528,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.038541,-0.064090043,-0.131805251,-0.112847223,-0.042315505,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.034268396,-0.066202188,-0.129406482,0.009750528,-0.045871725,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.036404698,-0.079436601,-0.131805251,-0.174146098,-0.058771581,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.134674594,-0.067615114,-0.196572013,-0.174146098,-0.045630079,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.015753778,-0.064234959,-0.117412638,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.014154451,-0.073922564,-0.095823717,-0.153713139,-0.052843205,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.152477112,-0.064854473,-0.208565857,0.009750528,-0.044373522,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.142507702,-0.064843604,-0.201369551,-0.112847223,-0.04315321,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.158886018,-0.070951795,-0.213363395,-0.174146098,-0.049339342,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.122568882,-0.074462375,-0.189375706,-0.112847223,-0.053846035,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.08910015,-0.059010753,-0.165388017,0.009750528,-0.037877278,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.220126678,-0.068857765,-0.254142467,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.206596764,-0.055550894,-0.244547392,-0.174146098,-0.03221874,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.373228328,-0.065216762,-0.357289532,-0.112847223,-0.043568036,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.131826191,-0.068017255,-0.194173244,-0.174146098,-0.046077124,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.082691243,-0.07295163,-0.162989248,-0.153713139,-0.051763854,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.274246331,-0.070585883,-0.290124001,0.009750528,-0.126271292,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.151765011,-0.062608282,-0.208565857,0.009750528,-0.041876515,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.144644004,-0.066604328,-0.20376832,0.009750528,-0.04631877,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.336911192,-0.073013219,-0.333301842,0.009750528,-0.053443292,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.153189212,-0.071176414,-0.208565857,-0.153713139,-0.049790414,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.118296278,-0.0721872,-0.186976937,-0.174146098,-0.050712695,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.248610706,-0.065988437,-0.273332619,-0.174146098,-0.043821764,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.014866552,-0.075465915,-0.095823717,-0.153713139,-0.05455889,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.154613414,-0.075331868,-0.210964626,-0.174146098,-0.054208503,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.104766365,-0.074552947,-0.177381861,-0.153713139,-0.053543978,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.098357459,-0.071335821,-0.172584323,0.009750528,-0.051578592,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.200187858,-0.061659085,-0.242148623,0.009750528,-0.040821329,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.29418515,-0.074618159,-0.304516615,-0.112847223,-0.126271292,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.049222511,-0.062800295,-0.139001558,-0.112847223,-0.04088174,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.115447875,-0.063365465,-0.184578168,-0.112847223,-0.041510019,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.248610706,-0.058431091,-0.273332619,-0.153713139,-0.035621918,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.086251747,-0.065905111,-0.165388017,-0.112847223,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.239353397,-0.069307004,-0.268535081,-0.112847223,-0.048115003,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.213717771,-0.075313754,-0.249344929,-0.112847223,-0.126271292,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.196627355,-0.078172213,-0.239749854,0.009750528,-0.126271292,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.307715063,-0.067361512,-0.314111691,0.009750528,-0.047160502,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.154613414,-0.072433557,-0.210964626,0.009750528,-0.052798903,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.080554941,-0.070437345,-0.160590479,0.009750528,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.187370046,-0.070680079,-0.232553547,0.009750528,-0.050849628,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.015041677,-0.072716142,-0.117412638,-0.112847223,-0.051904814,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.155325514,-0.070350396,-0.210964626,-0.174146098,-0.048670788,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.047798309,-0.074701485,-0.139001558,0.009750528,-0.055320074,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.098357459,-0.066865176,-0.172584323,-0.153713139,-0.044997773,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.203036261,-0.062358302,-0.242148623,-0.153713139,-0.039987651,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.220126678,-0.059699102,-0.254142467,-0.174146098,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.219414577,-0.066492019,-0.254142467,-0.112847223,-0.044985691,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.158886018,-0.074661634,-0.213363395,-0.153713139,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.076107212,-0.06957872,-0.055044645,0.009750528,-0.049625289,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.223687181,-0.066962994,-0.256541236,0.009750528,-0.046717485,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.190218448,-0.061963407,-0.234952316,-0.174146098,-0.03934729,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.297033553,-0.073422606,-0.306915384,0.009750528,-0.053898391,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1403714,-0.066310874,-0.201369551,-0.112847223,-0.044784319,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.127553587,-0.076378883,-0.191774475,-0.112847223,-0.055976545,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.31483607,-0.065492101,-0.318909229,-0.112847223,-0.04387412,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.214429872,-0.064021208,-0.251743698,-0.174146098,-0.04163487,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.188082146,-0.069143974,-0.232553547,-0.112847223,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.209445167,-0.070517049,-0.246946161,-0.112847223,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.167431226,-0.065973946,-0.218160933,0.009750528,-0.118216434,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.241489699,-0.067955666,-0.268535081,-0.112847223,-0.046612772,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.187370046,-0.063792966,-0.232553547,-0.153713139,-0.041582513,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.095509056,-0.065749327,-0.170185554,-0.174146098,-0.043555953,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.25288331,-0.069546114,-0.275731388,-0.174146098,-0.047776699,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.223687181,-0.076857104,-0.256541236,-0.153713139,-0.056105422,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.17170383,-0.067426724,-0.222958471,0.009750528,-0.047232996,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.114023674,-0.069049778,-0.182179399,-0.153713139,-0.047426313,1,0,0,0,0,0
